participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196
4427,1,0,20,16,4,1,,,,,,,1,,,,,,-1,,,,,,,-1,1,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,-1,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,0,0,95,15,2,0,,,0,0,0,0,0,1,-1,0,,0,1,0,0,0,0,1,1,0,0,,,0,,,,,-1,0,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,0,,0,0,,1,,0,,,,0,,1,,0,0,1,0,1,,1,,0,0,,,,,0,1,,0,,,,0,,,0,,,0,,0,,0,,0,,,,0,,,,1,,0,,,0,,,,,,,,,,0,0,0,0,0,,,0,,0,,,,,0,,0,,0,,0,0,1,,0,0,0,,,,,0,0,,0,0,,0,0,,0,,0,0,,0,0,,,,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
4439,1,0,34,14,5,0,,,1,,-1,,,,1,0,,1,,,,,,,0,,,,,,,,,,,-1,,1,,1,1,,,,,0,,,,-1,,,,,,,,,1,,,,,,,,,,,,0,0,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,-1,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,1,,,,,,1,,1,,0,,,,,,,,,,,,,0,1,,,,0,,,-1,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4445,1,0,30,0,0,0,,,,0,,,0,0,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,,,,,,,,,0,,0,0,,,,,,,,0,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
4449,0,0,62,43,10,1,,,1,,1,,,1,1,,,,1,0,1,1,1,,1,,,,,0,,,,,,,,1,,,1,,1,,-1,1,,,0,1,,1,,1,,-1,,,0,,,,,,1,,,1,-1,,1,0,-1,1,1,,,,,,,,1,1,,1,,,,,,,1,,,1,,1,,-1,,1,,,,0,,,,,,,,,1,,,,,,,,,,1,-1,-1,,1,,,1,,,,,,,,,-1,,1,,,1,1,,1,1,,,,,,,0,,1,,,,1,,,,,0,,,,,,,1,0,1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,
4468,1,0,99,69,13,1,,,1,1,0,-1,1,1,1,-1,,1,-1,0,1,1,1,1,0,1,1,,,1,,,,,-1,-1,1,1,,1,0,,1,1,1,1,1,,1,-1,,1,,0,,-1,1,,1,,0,,,,1,,1,1,-1,1,1,-1,1,1,1,,1,1,,,,,1,1,,1,,,,0,,,1,,,1,,1,,1,,1,,,,1,,,,1,,1,,,1,,1,,,,,,,,1,0,1,1,1,,,1,,0,,,,,1,,1,,-1,,1,1,1,,1,1,1,,,,,1,0,,1,0,,-1,1,,0,0,1,0,,0,1,,,,1,0,-1,1,0,-1,,,,,,,,,,,,,,,,,,,,,,
4486,,0,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,,0,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4502,0,0,27,12,10,-1,,,,1,1,,1,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,0,,1,1,,,,,,,-1,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,-1,,,,,-1,,,,,,,,,-1,,1,,0,,1,,,,,,,,,,,,,,,,0,0,,,,,1,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,
4519,1,0,53,29,11,0,,,0,1,,-1,1,,,0,,,-1,0,0,0,0,,,,-1,,,,,,,,,0,,1,,,0,,,,,-1,1,,,-1,,,,1,,,-1,,,,-1,,,,,,1,,1,,,1,1,,1,,,1,,,,,-1,0,,,,,,,,,1,,,1,,1,,1,,,,,,-1,,,,1,,,,,,,1,,,,,,,,1,,,-1,,,,1,,1,,,,,1,,,,,,,,,,1,,1,,,,,1,1,,1,1,,,,,,,0,0,,,0,,,,,,,1,1,-1,,,,,,,,,,,,,,,,,,,,,,
4522,1,0,63,33,5,1,,,1,0,0,0,1,1,1,1,,,0,1,,,0,-1,0,0,0,,,,,,,,-1,,-1,0,,0,0,,,1,,0,1,,1,,,,,,,,0,,1,,0,,,,1,,,,1,1,1,,1,,1,,,1,,,,,0,,,1,,,,1,,,-1,,,0,,1,,1,,,,,,0,,,,1,,,,,1,,,,,,,,,,1,0,0,,0,,,,,0,,,,,,,1,,1,,1,,,,,1,1,,,,,,1,,,-1,,0,1,,,0,1,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
4533,1,0,8,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
4547,0,0,71,45,21,-1,,,,1,,1,1,1,1,-1,,-1,1,,-1,1,,1,1,1,,,,0,,,,,-1,1,1,1,,1,,,,-1,,,1,,-1,1,,,,-1,,1,1,,-1,,1,,,,1,,,1,1,,,-1,-1,1,-1,,-1,0,,,,,,1,,0,,,,-1,,,1,,,,,,,0,,,,,,1,,,,1,,1,,,-1,,1,,,,,,,,,1,,1,-1,,,,,-1,,,,,,,1,,1,,1,1,1,,1,-1,,,,,,1,,,,1,,-1,,,1,,1,1,,1,1,,,,0,1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,
4556,1,0,19,17,0,1,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,1,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
4558,0,0,20,14,3,-1,,,,,1,,,,1,,,,,,0,,,1,1,,,,,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,-1,,0,,,,,,,,,,,,,,,,,,,,,,,
4571,0,0,70,38,26,-1,,,-1,1,,,,-1,1,,,1,1,-1,1,-1,1,0,-1,-1,1,,,-1,,,,,1,1,-1,,,1,1,,1,1,,,1,,1,1,,1,,1,,0,-1,,0,,-1,,,,,,-1,,,1,1,,1,-1,-1,,,,,,,,1,0,,-1,,,,,,,-1,,,,,,,1,,1,,,,1,,,,-1,,0,,,,,,,,,,,,,-1,1,,1,,,,1,,1,,,,,,,,,1,,1,,-1,,-1,1,,,,,,,,,1,,,1,-1,,1,0,-1,,,-1,1,,,,1,1,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,
4574,,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576,1,0,20,15,4,1,,,,,1,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,-1,,,,,,,,,,,1,1,,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,-1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,,0,5,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,,0,3,2,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611,1,0,99,74,16,1,,,1,1,-1,1,1,1,1,-1,,1,1,-1,-1,1,1,-1,0,-1,1,,,1,,,,,-1,-1,0,-1,,1,1,,1,1,1,1,1,,-1,0,,1,,1,,1,1,,1,,1,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,1,,0,,,,1,,,1,,,1,,1,,1,,1,,,,1,,,,1,,1,,,1,,1,,,,,,,,0,1,1,1,1,,,1,,1,,,,,1,,1,,1,,1,0,1,,-1,1,1,,,,,1,1,,1,-1,,1,1,,0,1,0,-1,,0,1,,,,1,-1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,
4617,1,0,99,72,14,1,,,1,-1,0,1,1,1,1,1,,1,-1,1,-1,1,-1,1,1,1,1,,,0,,,,,0,-1,1,1,,1,-1,,1,1,1,1,1,,1,0,,1,,0,,-1,1,,1,,1,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,1,,0,,,,1,,,1,,,1,,1,,-1,,1,,,,0,,,,1,,1,,,1,,1,,,,,,,,1,-1,1,0,0,,,1,,1,,,,,1,,1,,1,,1,1,1,,1,1,1,,,,,1,1,,1,1,,-1,1,,0,0,0,0,,-1,1,,,,1,-1,-1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,
4627,1,0,27,17,5,1,,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,-1,,1,,,,1,0,,,,-1,,0,,,-1,,,,,,1,,1,,,,,1,,,,,,0,,,,,,-1,,,,,,,,,1,,,,,-1,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,0,0,55,0,0,0,,,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,,,,0,,,,,0,0,0,,,0,0,,0,0,0,,,,,0,,0,,,,0,0,,,,0,,,,,,0,0,,0,0,0,,,0,,0,0,,,,,0,0,,,,,,,,,,,,0,,0,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,,0,0,,,,0,,,,,,,0,,0,,0,,,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,0,0,99,71,20,1,,,1,1,1,1,1,1,1,1,,-1,-1,1,1,1,1,1,1,-1,1,,,0,,,,,1,1,0,1,,-1,1,,1,1,1,1,1,,1,1,,1,,-1,,-1,1,,1,,1,,,,1,,1,1,1,1,1,0,-1,-1,1,,1,-1,,,,,1,1,,0,,,,1,,,-1,,,1,,-1,,-1,,1,,,,1,,,,1,,1,,,1,,1,,,,,,,,1,1,0,1,-1,,,1,,1,,,,,1,,1,,1,,1,1,1,,1,1,1,,,,,1,1,,1,1,,-1,-1,,0,-1,0,0,,-1,1,,,,1,-1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,
4642,1,0,16,0,0,0,,,,,,0,,,,,,,,,,,,0,,0,,,,,,,,,0,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4649,,0,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,,0,1,0,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,,0,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,0,6,5,1,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,0,1,0,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,0,3,2,1,,,,-1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0,0,18,14,4,,,,-1,,1,1,1,1,1,-1,,-1,1,1,,1,-1,1,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1,0,16,6,2,,,,0,,1,,,,1,,,,0,1,-1,1,0,0,0,0,1,,,1,,,,,0,,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,0,0,17,12,2,,,,1,0,,1,1,,1,-1,,1,1,1,-1,,,1,,,1,,,,,,,,1,0,,,,,,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,0,2,0,2,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,1,0,12,0,0,,,,0,,0,0,,0,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,0,2,2,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,1,0,22,14,7,,,,-1,,,1,,1,,-1,,1,,-1,,,1,,0,,,,,1,,,,,,,1,,,,-1,,1,,1,1,,,-1,,,,,-1,,1,,,,,,,,,,,,,,1,-1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,0,1,20,11,1,,,,0,,,,,,,,,-1,0,,,,,,0,,1,,,,,,,,0,,,1,,1,,,1,0,0,,1,,,,,1,,,,,1,,1,,0,,,,,,1,,,,,,,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1,0,16,8,7,,,,1,1,,-1,,,,,,,,-1,,,0,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,-1,-1,,,,,,,,,,,1,1,1,,1,,,1,,,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,1,0,44,27,15,,,,1,1,-1,1,1,1,1,-1,,,-1,-1,-1,1,-1,1,1,0,-1,,,-1,,,,,,-1,,1,,,,,-1,,1,,1,,-1,,,1,,-1,,-1,1,,1,,-1,,,,1,,1,1,1,1,1,,1,1,1,,1,0,,,,,1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,0,3,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,0,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,0,0,30,7,3,,,,0,,1,,,,,1,,-1,0,,0,,,1,0,0,,,,,,,,,,0,,1,,1,,,0,0,0,,,,0,,,,,0,,0,,,,,0,,,,0,,,0,,,0,0,0,0,0,,-1,,,,,,1,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1,0,11,5,1,,,,1,1,0,,,,,,,,,,,,,-1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,1,,,,,,1,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1,0,61,45,15,,,,1,1,1,1,1,1,1,1,,-1,1,1,-1,1,1,-1,-1,-1,1,,,1,,,,,-1,-1,-1,1,,-1,0,,1,,1,1,1,,1,1,,1,,-1,,-1,1,,1,,1,,,,1,,1,1,-1,-1,1,1,1,1,1,,1,1,,,,,-1,1,,1,,,,1,,,1,,,1,,,,1,,1,,,,-1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,0,0,45,35,10,,,,1,1,1,1,1,1,,-1,,1,1,1,-1,1,1,1,1,,1,,,1,,,,,1,,-1,1,,1,1,,1,-1,-1,1,1,,,-1,,1,,1,,,1,,,,,,,,1,,1,1,1,1,1,-1,1,,-1,,1,-1,,,,,1,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,1,0,30,13,9,,,,0,,,,0,,0,,,-1,,1,-1,1,0,-1,0,-1,1,,,,,,,,0,,,,,1,0,,-1,,,,,,,-1,,1,,,,,,,,,0,,,,1,,1,,,1,1,-1,1,1,,,-1,-1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,1,0,16,11,5,,,,1,,,1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,1,,,,,1,1,,,1,,,,,,,-1,,1,,,1,,1,,,,,,,,,,,1,,,,,1,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1,0,30,23,6,,,,1,,,,,1,-1,,,,,,,1,1,,,,-1,,,,,,,,1,,-1,,,1,,,1,1,,,1,,1,-1,,,,,,-1,1,,1,,,,,,,,,1,,1,1,,1,,1,,,1,,,,,,-1,,,,,,,,,,,,,,1,,,,0,,,,1,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1,0,12,8,4,,,,1,,,,,,,,,1,,,1,,,,-1,,,,,,,,,,,,,,,,-1,,1,1,1,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1,3,25,8,6,,,,0,,-1,,1,,-1,,,0,,-1,,,0,,,,,,,,,,,,,,,,,-1,,,0,0,,,0,,0,,,1,,1,,,1,,,,-1,,,,,,,0,-1,1,,,,,,,0,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,1,0,15,8,6,,,,1,,,,,,,,,,-1,,1,,,,,,,,,,,,,,,,,,,-1,,,,1,,,0,,,-1,,1,,,,-1,,,,,,,,,,,,1,,,-1,,,,,,1,1,,,,,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
