participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
261,0,0,99,42,55,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,,,,-1,-1,1,1,-1,-1,-1,-1,-1,-1,,,1,,,1,-1,-1,1,,-1,-1,1,,1,-1,0,,,-1,1,-1,1,1,0,1,1,-1,-1,1,,1,-1,-1,-1,-1,1,-1,,,,,-1,1,,1,-1,-1,,,,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,1,,-1,1,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1,0,31,18,13,1,-1,,-1,,,,,1,,,,1,,,,,,-1,1,,,,,-1,,-1,,,1,,,1,,,,,,-1,,,-1,,,,,,,,,,,,1,,,,,,,1,,1,,,1,,,,,,1,,,,,,-1,1,,,,-1,,,,,,,,,1,,-1,,,,,1,,-1,-1,,1,,,,,1,,-1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1,0,98,73,20,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,0,1,1,-1,,-1,1,1,1,1,-1,1,1,,,,1,1,1,1,-1,1,1,1,1,1,,,1,,,1,1,1,1,,1,1,1,,-1,1,1,,,1,1,1,1,-1,-1,1,1,1,1,1,,1,1,1,1,1,-1,1,,,,,-1,1,,0,1,0,,,,-1,1,-1,1,-1,0,1,1,1,1,1,1,-1,1,1,,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1,0,99,71,16,1,1,1,1,1,-1,1,0,1,-1,1,1,1,-1,-1,-1,-1,0,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,,,,-1,-1,1,1,0,1,1,1,1,1,,,1,,,1,1,1,1,,1,1,1,,1,1,0,,,1,1,1,1,1,1,1,1,0,1,1,,1,1,0,1,1,-1,1,,,,,0,1,,1,1,1,,,,0,1,0,-1,-1,0,-1,1,1,1,1,-1,-1,1,1,,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1,2,151,109,25,1,1,1,1,1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,1,1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,,,,1,1,0,1,1,1,1,1,1,1,,,1,,,1,1,1,0,,1,0,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,-1,-1,1,-1,-1,1,,,,,1,1,,1,1,0,,,,1,1,0,-1,-1,1,1,1,0,0,0,1,-1,1,1,,1,1,0,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,-1,1,1,-1,0,1,0,1,1,0,0,1,1,1,-1,1,-1,1,1,
273,1,0,71,43,12,1,,1,,,1,0,-1,,,,1,1,-1,-1,1,-1,,-1,1,,1,1,,1,-1,-1,1,1,1,,,,,,,0,,0,1,-1,1,1,1,1,1,,,0,,,1,,1,1,,1,0,,,1,1,,,,1,1,1,1,,1,1,-1,,0,1,,-1,-1,,1,1,,1,,,,,0,,,1,1,0,,,,,1,0,,,0,0,1,0,1,1,-1,1,,,,,0,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1,0,78,62,15,1,1,-1,,1,1,-1,1,1,,1,1,1,-1,1,1,-1,-1,1,,1,1,1,1,-1,,1,1,1,1,,1,1,,,,-1,,1,1,,1,1,1,1,1,,,-1,,,1,,1,1,,1,,1,,,1,1,,,1,1,1,1,-1,1,1,1,,,1,,,1,-1,,1,-1,1,,,,,,,,1,1,-1,,,,0,1,,,1,1,1,1,1,1,-1,1,-1,1,,,,-1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1,20,145,101,16,1,1,1,0,0,1,0,0,0,-1,1,1,0,-1,-1,-1,-1,0,1,0,1,1,1,-1,0,-1,1,1,1,1,1,0,1,,,,1,0,1,1,0,1,1,1,1,1,,,0,,,1,1,1,0,,1,1,1,,1,1,0,,,1,1,0,1,0,0,1,1,1,1,1,,1,-1,-1,1,0,-1,1,,,,,-1,1,,1,1,-1,,,,0,1,0,0,1,0,1,1,0,0,1,1,-1,1,1,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,,,,,,,
284,1,0,113,75,21,1,1,1,0,1,1,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,1,1,0,0,1,1,-1,-1,-1,1,1,1,1,1,-1,1,,,,-1,0,1,1,0,1,1,1,1,1,,,0,,,1,1,1,1,,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,0,1,1,,1,0,0,1,0,-1,1,,,,,-1,1,,1,1,-1,,,,1,1,1,-1,0,-1,1,1,1,1,1,1,-1,1,1,,-1,1,1,1,1,1,1,1,0,1,1,-1,0,1,1,1,1,1,0,-1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
287,1,0,77,53,9,0,1,1,1,1,0,0,1,,-1,1,,,-1,1,1,-1,,1,,,1,1,-1,-1,-1,1,1,1,,1,1,1,,,,,0,,1,1,1,1,1,1,,,,0,,,1,1,,1,,1,,1,,,,1,,,1,1,1,0,0,,,0,1,,1,,,,-1,1,,0,,,,,,1,1,,,1,1,,,,,,0,0,,,0,1,0,,,-1,1,1,1,,,1,1,,,1,1,1,,-1,1,1,0,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,0,0,112,22,90,-1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,-1,,,-1,-1,-1,-1,,-1,-1,1,,-1,-1,-1,,,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,1,,,,,-1,-1,,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1,0,41,31,6,1,,1,,1,,,,1,,,,1,-1,,,,1,-1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,1,,,,,,,,1,,,,,0,0,,1,,,,,1,1,1,1,1,,,,,,,,1,1,1,0,,-1,,,,,,1,,,,1,,,,,0,1,,1,,-1,,,-1,1,,,1,,,,,1,,,,,,-1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1,0,57,30,17,1,0,0,,,,-1,,,-1,1,,,-1,,-1,-1,,,-1,1,1,,1,,,-1,1,1,,1,,,,,,1,-1,1,1,,1,1,1,1,1,,,,,,,1,,1,,0,,,,,,,,,0,,,,-1,,1,1,,,-1,,1,0,,,-1,0,0,,,,,1,1,,,,,,,,,,-1,,0,0,,,,,,1,0,1,,,-1,1,,,,,1,-1,-1,1,-1,1,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1,0,12,10,1,1,,,,,,,,,,,,,,,,,,-1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,1,0,145,92,22,1,1,1,0,1,1,0,1,1,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,,,,0,1,0,0,-1,1,0,1,1,1,,,1,,,1,1,0,1,,1,1,1,,1,1,1,,,0,1,1,1,1,0,-1,1,1,0,1,,1,-1,1,1,-1,-1,1,,,,,-1,1,,1,1,1,,,,0,1,1,0,1,0,0,1,0,-1,1,-1,0,1,1,,-1,1,0,-1,0,1,0,-1,-1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,-1,1,1,0,1,1,0,0,0,0,0,-1,1,,,,,,,
310,1,0,76,41,25,1,1,,,1,,-1,-1,0,-1,1,1,1,-1,-1,-1,,-1,,0,1,1,1,-1,,-1,,,1,,,,,,,,,0,1,1,-1,,1,,1,1,,,1,,,1,1,1,1,,1,1,,,1,1,,,,1,,,1,1,-1,0,,,0,1,,1,-1,,0,-1,-1,,,,,,0,1,,1,,0,,,,0,1,,1,,-1,,-1,-1,-1,-1,,-1,1,1,,,-1,1,,-1,,0,-1,-1,,,-1,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1,0,25,18,7,1,,1,1,,,-1,,,,,,-1,,,,,,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,-1,,1,,,,,,1,-1,,,1,,,1,,,,,,,-1,,,,1,,,1,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,0,6,4,1,1,,,1,,,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,1,0,86,52,20,1,1,1,0,1,1,-1,,1,-1,,,,-1,,-1,-1,0,1,-1,1,1,,-1,1,-1,,,,1,1,1,,,,,-1,1,0,1,0,1,1,1,1,1,,,,,,1,1,1,-1,,1,,1,,0,1,1,,,1,,1,1,,-1,1,1,1,0,1,,,1,,0,0,-1,1,,,,,1,1,,1,,,,,,,1,-1,-1,-1,0,1,1,-1,,,1,-1,1,,,-1,-1,0,1,0,1,,-1,0,1,0,1,1,1,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,1,0,112,79,26,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,,,,0,1,1,1,1,1,1,1,1,1,,,-1,,,0,1,-1,1,,1,1,-1,,0,1,1,,,0,1,1,1,1,1,1,0,1,-1,0,,1,-1,1,0,1,1,1,,,,,1,1,,1,1,1,,,,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,1,0,112,79,32,1,1,-1,0,1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,,,,-1,1,1,1,-1,1,-1,1,1,1,,,1,,,1,1,1,-1,,1,1,1,,1,1,1,,,1,1,1,1,1,-1,1,1,-1,1,1,,-1,-1,-1,1,1,-1,1,,,,,1,1,,1,-1,1,,,,1,1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1,0,95,62,23,0,1,1,0,1,,-1,-1,-1,-1,-1,,,-1,-1,-1,,,1,-1,0,1,1,-1,-1,-1,,,1,1,,0,1,,,,,-1,-1,1,1,1,1,1,1,1,,,-1,,,1,1,,1,,1,1,,,1,1,,,,1,1,1,1,1,,1,1,1,1,1,,1,-1,1,0,0,-1,1,,,,,-1,1,,1,1,-1,,,,1,1,1,-1,-1,1,1,1,0,-1,1,,0,1,0,,,1,1,,1,1,0,1,,1,1,-1,,1,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1,5,139,70,12,1,1,1,0,1,1,1,1,1,-1,0,0,0,-1,-1,-1,-1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,,,,0,0,0,1,1,1,1,1,1,1,,,1,,,0,1,1,0,,1,1,1,,1,0,0,,,1,0,0,0,0,0,1,1,1,0,0,,0,-1,1,1,0,-1,1,,,,,1,1,,0,0,0,,,,0,0,-1,1,0,0,1,1,0,0,0,0,-1,0,0,,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,-1,1,0,,1,1,1,1,1,1,-1,1,0,1,0,1,1,0,0,1,0,0,-1,1,1,0,0,0,0,,,,,,,,,,,,,
342,1,0,12,7,5,1,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1,0,76,23,10,1,,0,,,,-1,0,,0,,,,-1,,0,-1,,,1,1,0,,,,,,0,1,0,0,,1,,,,0,0,,0,1,1,0,0,,1,,,0,,,1,,0,,,-1,,-1,,-1,0,1,,,1,0,0,,,,1,0,,1,,,0,0,,0,0,-1,0,,,,,1,0,,,0,1,,,,0,1,,-1,,,0,,0,,,,,0,1,,-1,,,0,0,0,0,1,0,0,0,,1,,0,-1,,1,,,0,,,0,0,,1,1,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1,0,136,72,56,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,-1,1,1,1,1,1,1,,,,-1,1,1,1,1,-1,1,1,-1,-1,,,-1,,,0,1,1,-1,,-1,1,-1,,0,1,-1,,,-1,1,-1,1,1,-1,1,1,1,0,1,,1,-1,1,1,-1,0,-1,,,,,1,1,,1,1,-1,,,,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,,-1,-1,1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,0,-1,-1,1,-1,,1,-1,1,1,1,-1,1,1,1,-1,1,-1,0,-1,1,-1,1,-1,1,1,-1,-1,,,,,,,,,,,,,,,,
360,1,0,22,9,8,1,,,-1,,,0,,,,-1,,,,-1,,,,,,,,,,1,,,,,0,1,,,,,,,,,-1,,1,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,0,,,,,,,,,,,,,,,,,1,0,,,,,,,-1,,,,,,,,,,,-1,,,,,1,,,,,,,,,,,,,
365,1,4,149,83,43,0,1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,1,1,-1,-1,1,1,1,1,1,0,-1,,,,1,1,1,1,1,0,1,1,1,0,,,0,,,1,1,1,1,,0,0,0,,1,0,1,,,1,1,1,1,0,1,1,1,1,-1,1,,1,-1,0,-1,-1,0,-1,,,,,-1,0,,0,1,1,,,,1,1,1,1,0,1,1,1,1,1,-1,1,0,1,1,,-1,1,0,-1,-1,1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,,0,-1,1,1,1,-1,-1,1,-1,1,0,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,0,1,1,1,1,,,
371,1,0,145,111,24,1,1,1,0,1,1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,1,,1,1,1,,1,1,1,,,1,1,1,1,1,0,1,1,0,1,1,,1,-1,1,1,-1,-1,1,,,,,1,1,,1,1,-1,,,,1,1,1,-1,0,1,1,1,1,1,1,1,-1,1,1,,1,1,0,1,0,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,,1,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,0,1,1,0,1,1,,,,,,,
386,1,0,152,92,30,1,1,1,0,-1,1,0,1,1,-1,-1,1,1,-1,-1,-1,-1,0,1,0,1,1,1,0,0,-1,1,1,1,1,1,1,1,,,,1,1,0,0,0,1,1,1,1,1,,,0,,,1,1,1,0,,0,0,0,,1,0,1,,,1,1,1,1,1,0,0,0,1,0,1,,1,-1,1,-1,-1,-1,1,,,,,-1,1,,0,1,1,,,,1,1,1,0,1,-1,1,1,0,1,1,-1,0,1,1,,-1,0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,0,0,1,1,0,0,1,0,-1,-1,1,1,1,1,-1,1,1,-1
413,1,0,40,40,0,1,,,,,,,,1,,1,,1,,1,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,,,,1,,,1,,1,,,1,,,,,,,,,1,,1,1,,1,,,,,,,1,,1,,1,,1,,,,,,,,1,1,1,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,1,1,,1,,1,1,,,,,,,1,,1,,
11,1,0,7,4,1,,1,,,,,,,,,,,,-1,,0,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0,1,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,0,22,13,9,,1,,,1,,-1,-1,-1,-1,-1,,1,,-1,,,1,-1,,,1,,1,,-1,-1,1,,1,1,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,0,20,10,4,,1,1,0,-1,1,,,,1,-1,1,1,-1,,,-1,0,0,1,0,1,,1,,,,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,1,30,19,8,,1,1,,1,1,-1,,,-1,-1,,,-1,-1,,,1,1,,1,1,1,,-1,-1,1,,1,0,0,-1,,,,,,1,1,1,,1,1,1,,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,0,38,12,16,,0,1,-1,,,-1,-1,-1,,-1,,1,-1,-1,0,,,-1,-1,1,1,0,1,-1,-1,,1,1,,1,,,,,,,,-1,,,0,,0,0,0,0,,-1,,,1,-1,1,0,,,,,,,,,,,1,0,,1,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1,0,33,22,6,,1,1,0,1,1,,1,1,,-1,1,,-1,-1,,-1,0,1,1,1,,1,-1,,,1,1,,,,,,,,,0,1,,,,,,1,,1,,,1,,,,1,,0,,0,,1,,,,1,,,,,,,,,1,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1,0,20,15,5,,1,1,,,1,,,,,,1,,,,-1,,,-1,1,,,1,,,,-1,1,,,,,-1,,,,1,1,,1,,,1,,,1,,,,,,,,,1,,,1,,,,,,,,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,0,18,7,6,,1,,,,,,-1,1,-1,,1,,,,,,,,,,,,,,,,-1,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,-1,-1,,,,0,0,,1,1,,-1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,0,59,31,20,,1,-1,0,,1,,-1,1,1,-1,1,1,-1,-1,-1,-1,,-1,-1,1,1,1,0,1,-1,,1,1,,1,1,-1,,,,0,-1,,1,0,1,1,,1,1,-1,,,,,-1,1,1,1,,-1,-1,-1,,1,1,0,,,1,,,0,0,1,,1,1,-1,1,,,-1,,,,-1,1,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1,0,28,20,3,,1,1,,,,1,1,,,,1,,,,1,,,,0,,,,0,,-1,,,,,,1,1,,,,,,-1,,,1,,,,1,0,,,,,1,,,1,,,1,,,1,,1,,,,,,,1,,,1,,0,0,,1,,,,,-1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1,0,19,9,1,,1,,,,0,,,,,,,1,,,,,,0,1,,,1,,-1,,,,,,,,0,,,,,1,,,,,,,0,0,,,0,,,,1,,,,,,0,,,,1,,,,,,1,1,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1,0,28,20,6,,1,1,1,1,1,-1,-1,1,,-1,1,,,-1,1,,,,1,,,,,1,-1,,1,,,,,,,,,1,,,,-1,,0,,,1,,,,,,,,,1,,,,1,,1,,,,,,,,,,0,1,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,0,12,9,2,,1,,,1,,,,,,0,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,0,19,12,7,,1,,,,,,,,-1,,,,,,-1,,,,,,,,-1,,,1,,1,1,,,,,,,,-1,,,-1,,,,,,,,,,,1,,1,1,,1,,,,1,,,,,-1,,,,,,,1,,,,,,-1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1,0,27,20,4,,1,1,,1,,,,,0,,,,,,1,,-1,-1,1,,1,,1,,-1,1,,,,,,,,,,1,,1,1,,1,1,,1,,,,0,,,,,,,,,1,,,1,1,,,,,1,1,1,,,,,,,,,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1,0,11,9,2,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,-1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1,0,30,18,4,,1,,,,-1,,0,1,,,,,,,,,,,,,,1,,,-1,,1,,1,1,,1,,,,,,,1,,,,,1,1,0,,,,,1,,1,,,,,,,1,,0,,,0,0,,1,,,1,,0,,1,,,,0,1,,,1,,,,,,,,0,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1,0,17,10,5,,1,,-1,,,,,,1,,,,,1,,,-1,1,,,,,,,-1,,1,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,1,,,,,,,,,,-1,-1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1,0,8,6,1,,1,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1,0,9,7,1,,1,,,,,,,,,1,1,,,-1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
